name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,price_category,mileage_category,age_category,log_price,owner_encoded,transmission_encoded,fuel_encoded,seller_type_encoded,brand_encoded,price_category_encoded,mileage_category_encoded,age_category_encoded
Hyundai i10 Asta AT,2011,350000,50000,Petrol,Individual,Automatic,Second Owner,13,Hyundai,Mid-Range,Low,Old,12.765688433465597,1,1,4,1,10,1,0,2
Chevrolet Beat LT,2016,320000,40000,Petrol,Individual,Manual,First Owner,8,Chevrolet,Mid-Range,Low,Old,12.676076274775909,0,0,4,1,3,1,0,2
Maruti Swift VDI BSIV,2015,400000,100000,Diesel,Individual,Manual,Third Owner,9,Maruti,Mid-Range,Medium,Old,12.89921982609012,2,0,1,1,18,1,1,2
Maruti Alto LXi,2012,175000,80000,Petrol,Individual,Manual,Third Owner,12,Maruti,Budget,Medium,Old,12.072541252905651,2,0,4,1,18,0,1,2
Chevrolet Beat LT,2011,120000,90000,Petrol,Individual,Manual,Second Owner,13,Chevrolet,Budget,Medium,Old,11.695247021764184,1,0,4,1,3,0,1,2
Renault Duster 110PS Diesel RxZ,2013,320000,90000,Diesel,Individual,Manual,Second Owner,11,Renault,Mid-Range,Medium,Old,12.676076274775909,1,0,1,1,23,1,1,2
Hyundai Santro Xing XG,2006,70000,110000,Petrol,Individual,Manual,Third Owner,18,Hyundai,Budget,High,Very Old,11.156250521031495,2,0,4,1,10,0,2,3
Maruti Swift Dzire ZXI Plus,2019,810000,15000,Petrol,Individual,Manual,First Owner,5,Maruti,Premium,Low,Recent,13.604789526648622,0,0,4,1,18,2,0,1
Maruti 800 AC,2007,95000,100000,Petrol,Individual,Manual,Second Owner,17,Maruti,Budget,Medium,Very Old,11.461632170582678,1,0,4,1,18,0,1,3
Maruti Alto K10 LXI CNG,2020,282000,40000,CNG,Individual,Manual,First Owner,4,Maruti,Budget,Low,Recent,12.54966234992025,0,0,0,1,18,0,0,1
Maruti 800 Std BSII,2004,80000,60000,Petrol,Individual,Manual,Second Owner,20,Maruti,Budget,Medium,Very Old,11.289781913656018,1,0,4,1,18,0,1,3
Tata Nano LX SE,2013,72000,25000,Petrol,Individual,Manual,First Owner,11,Tata,Budget,Low,Old,11.184421397998193,0,0,4,1,25,0,0,2
Hyundai i20 Magna 1.2,2016,600000,25000,Petrol,Individual,Manual,First Owner,8,Hyundai,Mid-Range,Low,Old,13.304684934198283,0,0,4,1,10,1,0,2
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,640000,23000,Petrol,Individual,Manual,First Owner,9,Skoda,Premium,Low,Old,13.369223455335854,0,0,4,1,24,2,0,2
Maruti Alto K10 VXI,2018,380000,22155,Petrol,Individual,Manual,First Owner,6,Maruti,Mid-Range,Low,Recent,12.84792653170257,0,0,4,1,18,1,0,1
Maruti Ciaz 1.4 Delta,2018,650000,70000,Petrol,Individual,Manual,First Owner,6,Maruti,Premium,Medium,Recent,13.38472764187182,0,0,4,1,18,2,1,1
Maruti Alto LX,2009,150000,60000,Petrol,Individual,Manual,Second Owner,15,Maruti,Budget,Medium,Old,11.918390573078392,1,0,4,1,18,0,1,2
Hyundai i20 Asta,2009,280000,110000,Petrol,Individual,Manual,Second Owner,15,Hyundai,Budget,High,Old,12.542544882151386,1,0,4,1,10,0,2,2
Tata Nexon 1.2 Revotron XM,2018,430000,30000,Petrol,Individual,Manual,First Owner,6,Tata,Mid-Range,Low,Recent,12.971540487669746,0,0,4,1,25,1,0,1
Mahindra Bolero Power Plus SLX,2019,800000,15000,Diesel,Individual,Manual,First Owner,5,Mahindra,Premium,Low,Recent,13.592367006650065,0,0,1,1,17,2,0,1
Maruti Zen D,2003,75000,100000,Diesel,Individual,Manual,Second Owner,21,Maruti,Budget,Medium,Very Old,11.225243392518447,1,0,1,1,18,0,1,3
Volkswagen Vento Celeste 1.5 TDI Highline AT,2016,650000,70000,Diesel,Individual,Automatic,First Owner,8,Volkswagen,Premium,Medium,Old,13.38472764187182,0,1,1,1,27,2,1,2
Maruti Eeco 7 Seater Standard BSIV,2017,390000,24000,Petrol,Individual,Manual,First Owner,7,Maruti,Mid-Range,Low,Recent,12.873902018105829,0,0,4,1,18,1,0,1
Honda City 1.5 EXI,2005,100000,120000,Petrol,Individual,Manual,Second Owner,19,Honda,Budget,High,Very Old,11.512925464970229,1,0,4,1,9,0,2,3
Mercedes-Benz New C-Class 220 CDI AT,2013,1500000,35000,Diesel,Individual,Automatic,First Owner,11,Mercedes-Benz,Luxury,Low,Old,14.22097566607244,0,1,1,1,19,3,0,2
Maruti SX4 Zxi with Leather BSIII,2007,175000,78380,Petrol,Individual,Manual,First Owner,17,Maruti,Budget,Medium,Very Old,12.072541252905651,0,0,4,1,18,0,1,3
Renault Duster 110PS Diesel RxZ,2012,434999,110000,Diesel,Individual,Manual,Second Owner,12,Renault,Mid-Range,High,Old,12.983099011217604,1,0,1,1,23,1,2,2
Ford Figo Diesel Titanium,2010,170000,90000,Diesel,Individual,Manual,Third Owner,14,Ford,Budget,Medium,Old,12.043553716032399,2,0,1,1,8,0,1,2
Ford Figo Diesel Titanium,2011,190000,90000,Diesel,Individual,Manual,Third Owner,13,Ford,Budget,Medium,Old,12.154779351142624,2,0,1,1,8,0,1,2
Maruti Swift Dzire VDi,2009,250000,150000,Diesel,Individual,Manual,Third Owner,15,Maruti,Budget,High,Old,12.429216196844383,2,0,1,1,18,0,2,2
Mahindra Xylo E4,2009,229999,230000,Diesel,Individual,Manual,Third Owner,15,Mahindra,Budget,Very High,Old,12.345830240069793,2,0,1,1,17,0,3,2
Maruti Esteem Vxi - BSIII,2006,140000,70000,Petrol,Individual,Manual,Third Owner,18,Maruti,Budget,Medium,Very Old,11.84939770159144,2,0,4,1,18,0,1,3
Maruti Swift VDI BSIV,2017,600000,80362,Diesel,Individual,Manual,First Owner,7,Maruti,Mid-Range,Medium,Recent,13.304684934198283,0,0,1,1,18,1,1,1
Hyundai i20 1.2 Sportz,2012,280000,110000,Petrol,Individual,Manual,Third Owner,12,Hyundai,Budget,High,Old,12.542544882151386,2,0,4,1,10,0,2,2
Chevrolet Beat Diesel LT,2012,150000,60000,Diesel,Individual,Manual,First Owner,12,Chevrolet,Budget,Medium,Old,11.918390573078392,0,0,1,1,3,0,1,2
Chevrolet Cruze LTZ AT,2015,650000,50000,Diesel,Individual,Automatic,First Owner,9,Chevrolet,Premium,Low,Old,13.38472764187182,0,1,1,1,3,2,0,2
Nissan Micra XL,2014,210000,40000,Petrol,Individual,Manual,Second Owner,10,Nissan,Budget,Low,Old,12.254862809699606,1,0,4,1,21,0,0,2
BMW 5 Series 520d Luxury Line,2017,2900000,40000,Diesel,Individual,Automatic,First Owner,7,BMW,Luxury,Low,Recent,14.880221294956703,0,1,1,1,2,3,0,1
Chevrolet Enjoy 1.3 TCDi LS 8,2013,425000,20000,Diesel,Dealer,Manual,First Owner,11,Chevrolet,Mid-Range,Low,Old,12.959844447906553,0,0,1,0,3,1,0,2
Hyundai EON Era Plus Option,2014,265000,55000,Petrol,Dealer,Manual,First Owner,10,Hyundai,Budget,Medium,Old,12.487485104968359,0,0,4,0,10,0,1,2
Fiat Linea T Jet Emotion,2018,890000,1136,Petrol,Dealer,Manual,First Owner,6,Fiat,Premium,Low,Recent,13.698976741708323,0,0,4,0,6,2,0,1
Renault Scala RxL,2013,365000,55000,Petrol,Dealer,Manual,First Owner,11,Renault,Mid-Range,Medium,Old,12.80765263256463,0,0,4,0,23,1,1,2
Ford Figo Petrol Titanium,2014,350000,43000,Petrol,Dealer,Manual,First Owner,10,Ford,Mid-Range,Low,Old,12.765688433465597,0,0,4,0,8,1,0,2
Maruti Ciaz ZDi SHVS,2016,685000,60000,Diesel,Individual,Manual,First Owner,8,Maruti,Premium,Medium,Old,13.437174117244362,0,0,1,1,18,2,1,2
Skoda Rapid 1.5 TDI Ambition BSIV,2018,940000,2650,Diesel,Dealer,Manual,First Owner,6,Skoda,Premium,Low,Recent,13.753635154246187,0,0,1,0,24,2,0,1
Mahindra XUV500 W6 2WD,2017,1000000,40000,Diesel,Individual,Manual,First Owner,7,Mahindra,Premium,Low,Recent,13.815510557964274,0,0,1,1,17,2,0,1
Mahindra XUV300 W8 Option,2019,1150000,15000,Petrol,Dealer,Manual,First Owner,5,Mahindra,Luxury,Low,Recent,13.955272500339433,0,0,4,0,17,3,0,1
Maruti Ertiga SHVS ZDI,2016,450000,115962,Diesel,Individual,Manual,Second Owner,8,Maruti,Mid-Range,High,Old,13.017002861746503,1,0,1,1,18,1,2,2
Nissan Terrano XE D,2015,590000,65000,Diesel,Dealer,Manual,First Owner,9,Nissan,Mid-Range,Medium,Old,13.287877815881902,0,0,1,0,21,1,1,2
Maruti S-Cross Facelift,2017,800000,40000,Diesel,Individual,Manual,First Owner,7,Maruti,Premium,Low,Recent,13.592367006650065,0,0,1,1,18,2,0,1
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,385000,58000,Diesel,Dealer,Manual,First Owner,12,Hyundai,Mid-Range,Medium,Old,12.86099861326992,0,0,1,0,10,1,1,2
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2013,2000000,15000,Diesel,Individual,Automatic,First Owner,11,Mercedes-Benz,Luxury,Low,Old,14.508657738524219,0,1,1,1,19,3,0,2
Hyundai EON Era Plus,2012,235000,54000,Petrol,Dealer,Manual,First Owner,12,Hyundai,Budget,Medium,Old,12.367340793126296,0,0,4,0,10,0,1,2
Volkswagen Ameo 1.5 TDI Highline,2017,640000,56000,Diesel,Dealer,Manual,First Owner,7,Volkswagen,Premium,Medium,Recent,13.369223455335854,0,0,1,0,27,2,1,1
Maruti Alto LX,2006,52000,120000,Petrol,Individual,Manual,Third Owner,18,Maruti,Budget,High,Very Old,10.858998997563564,2,0,4,1,18,0,2,3
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,80000,90000,LPG,Individual,Manual,Second Owner,15,Maruti,Budget,Medium,Old,11.289781913656018,1,0,3,1,18,0,1,2
Maruti Alto LX,2012,140000,70000,Petrol,Individual,Manual,Second Owner,12,Maruti,Budget,Medium,Old,11.84939770159144,1,0,4,1,18,0,1,2
Hyundai Verna i (Petrol),2008,120000,90000,Petrol,Individual,Manual,Second Owner,16,Hyundai,Budget,Medium,Very Old,11.695247021764184,1,0,4,1,10,0,1,3
Mahindra Renault Logan 1.5 DLS,2008,89999,213000,Diesel,Individual,Manual,First Owner,16,Mahindra,Budget,Very High,Very Old,11.407553838139561,0,0,1,1,17,0,3,3
Chevrolet Optra Magnum 2.0 LS BSIII,2012,180000,120000,Diesel,Individual,Manual,First Owner,12,Chevrolet,Budget,High,Old,12.100712129872347,0,0,1,1,3,0,2,2
Mahindra Scorpio S11 BSIV,2017,1500000,20000,Diesel,Individual,Manual,First Owner,7,Mahindra,Luxury,Low,Recent,14.22097566607244,0,0,1,1,17,3,0,1
Hyundai i20 Active 1.2 SX,2017,700000,10000,Petrol,Individual,Manual,First Owner,7,Hyundai,Premium,Low,Recent,13.458835614025542,0,0,4,1,10,2,0,1
Maruti SX4 Celebration Diesel,2012,285000,80000,Diesel,Individual,Manual,Second Owner,12,Maruti,Budget,Medium,Old,12.560244459250788,1,0,1,1,18,0,1,2
Hyundai Grand i10 Magna,2015,390000,90000,Petrol,Individual,Manual,First Owner,9,Hyundai,Mid-Range,Medium,Old,12.873902018105829,0,0,4,1,10,1,1,2
Maruti Alto LXi BSIII,2008,125000,80000,Petrol,Individual,Manual,First Owner,16,Maruti,Budget,Medium,Very Old,11.736069016284437,0,0,4,1,18,0,1,3
Maruti SX4 Zxi with Leather BSIII,2008,225000,60000,Petrol,Individual,Manual,Second Owner,16,Maruti,Budget,Medium,Very Old,12.323855681186558,1,0,4,1,18,0,1,3
Hyundai i10 Era,2011,175000,139000,Petrol,Individual,Manual,Second Owner,13,Hyundai,Budget,High,Old,12.072541252905651,1,0,4,1,10,0,2,2
Toyota Innova 2.5 V Diesel 7-seater,2011,1075000,160000,Diesel,Individual,Manual,Second Owner,13,Toyota,Luxury,High,Old,13.8878312195439,1,0,1,1,26,3,2,2
Honda Mobilio V i DTEC,2014,300000,150000,Diesel,Individual,Manual,First Owner,10,Honda,Budget,High,Old,12.611537753638338,0,0,1,1,9,0,2,2
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,700000,163000,Diesel,Individual,Manual,Fourth & Above Owner,14,Toyota,Premium,High,Old,13.458835614025542,3,0,1,1,26,2,2,2
Tata Indica V2 2001-2011 DLS BSIII,2009,90000,120000,Diesel,Dealer,Manual,First Owner,15,Tata,Budget,High,Old,11.407564949312402,0,0,1,0,25,0,2,2
Tata Indica Vista TDI LS,2011,120000,120000,Diesel,Individual,Manual,Second Owner,13,Tata,Budget,High,Old,11.695247021764184,1,0,1,1,25,0,2,2
Chevrolet Beat Diesel LS,2012,220000,100000,Diesel,Individual,Manual,Second Owner,12,Chevrolet,Budget,Medium,Old,12.301382825334498,1,0,1,1,3,0,1,2
Tata Zest Quadrajet 1.3 75PS XE,2015,300000,140000,Diesel,Dealer,Manual,First Owner,9,Tata,Budget,High,Old,12.611537753638338,0,0,1,0,25,0,2,2
Skoda Fabia 1.2L Diesel Ambiente,2010,180000,87000,Diesel,Dealer,Manual,Second Owner,14,Skoda,Budget,Medium,Old,12.100712129872347,1,0,1,0,24,0,1,2
Maruti 800 Std,2013,170000,70000,Petrol,Individual,Manual,First Owner,11,Maruti,Budget,Medium,Old,12.043553716032399,0,0,4,1,18,0,1,2
Ford Figo Petrol Titanium,2015,300000,50000,Petrol,Individual,Manual,Second Owner,9,Ford,Budget,Low,Old,12.611537753638338,1,0,4,1,8,0,0,2
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1050000,70000,Diesel,Individual,Manual,First Owner,10,Toyota,Luxury,Medium,Old,13.864300722133706,0,0,1,1,26,3,1,2
Hyundai Grand i10 1.2 CRDi Asta,2018,465000,25000,Diesel,Individual,Manual,First Owner,6,Hyundai,Mid-Range,Low,Recent,13.049792684569493,0,0,1,1,10,1,0,1
Chevrolet Beat Diesel LT,2011,130000,80000,Diesel,Individual,Manual,Second Owner,13,Chevrolet,Budget,Medium,Old,11.77528972943772,1,0,1,1,3,0,1,2
Datsun GO Plus T Option Petrol,2018,434999,10000,Petrol,Individual,Manual,First Owner,6,Datsun,Mid-Range,Low,Recent,12.983099011217604,0,0,4,1,5,1,0,1
Hyundai Grand i10 1.2 Kappa Asta,2018,500000,32000,Petrol,Individual,Manual,First Owner,6,Hyundai,Mid-Range,Low,Recent,13.122363377404328,0,0,4,1,10,1,0,1
Maruti Omni MPI STD BSIV,2018,200000,10000,Petrol,Individual,Manual,First Owner,6,Maruti,Budget,Low,Recent,12.206072645530174,0,0,4,1,18,0,0,1
Maruti Baleno Alpha 1.2,2017,625000,52000,Petrol,Dealer,Manual,First Owner,7,Maruti,Premium,Medium,Recent,13.345506928718539,0,0,4,0,18,2,1,1
Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,120000,Diesel,Individual,Manual,Third Owner,18,Ford,Budget,High,Very Old,11.608235644774552,2,0,1,1,8,0,2,3
Hyundai Elite i20 Asta Option BSIV,2019,800000,11240,Petrol,Individual,Manual,First Owner,5,Hyundai,Premium,Low,Recent,13.592367006650065,0,0,4,1,10,2,0,1
Hyundai Grand i10 CRDi Magna,2017,490000,66000,Diesel,Dealer,Manual,First Owner,7,Hyundai,Mid-Range,Medium,Recent,13.102160670086809,0,0,1,0,10,1,1,1
Maruti Ertiga SHVS ZDI,2017,880000,64000,Diesel,Dealer,Manual,First Owner,7,Maruti,Premium,Medium,Recent,13.687677186454389,0,0,1,0,18,2,1,1
Hyundai Santro Xing GL Plus,2013,290000,49000,Petrol,Individual,Manual,First Owner,11,Hyundai,Budget,Low,Old,12.577636201962656,0,0,4,1,10,0,0,2
Tata Sumo GX TC 7 Str BSIII,2006,115999,100000,Diesel,Individual,Manual,Second Owner,18,Tata,Budget,Medium,Very Old,11.661336849361689,1,0,1,1,25,0,1,3
Renault KWID RXT,2018,360000,26500,Petrol,Individual,Manual,First Owner,6,Renault,Mid-Range,Low,Recent,12.793859310432293,0,0,4,1,23,1,0,1
Maruti 800 AC,2002,65000,100000,Petrol,Individual,Manual,Second Owner,22,Maruti,Budget,Medium,Very Old,11.082142548877775,1,0,4,1,18,0,1,3
Maruti Vitara Brezza LDi Option,2017,685000,72000,Diesel,Dealer,Manual,First Owner,7,Maruti,Premium,Medium,Recent,13.437174117244362,0,0,1,0,18,2,1,1
Honda Jazz S,2009,300000,50000,Petrol,Individual,Manual,First Owner,15,Honda,Budget,Low,Old,12.611537753638338,0,0,4,1,9,0,0,2
Hyundai i20 1.4 Sportz,2017,680000,44000,Diesel,Dealer,Manual,First Owner,7,Hyundai,Premium,Low,Recent,13.42984807715229,0,0,1,0,10,2,0,1
Maruti Ertiga SHVS ZDI Plus,2017,1000000,60000,Diesel,Individual,Manual,Second Owner,7,Maruti,Premium,Medium,Recent,13.815510557964274,1,0,1,1,18,2,1,1
Tata Sumo SE Plus BSIII,2002,100000,120000,Diesel,Individual,Manual,First Owner,22,Tata,Budget,High,Very Old,11.512925464970229,0,0,1,1,25,0,2,3
Mahindra Xylo E4,2010,160000,130000,Diesel,Individual,Manual,First Owner,14,Mahindra,Budget,High,Old,11.982929094215963,0,0,1,1,17,0,2,2
Maruti Swift ZDi BSIV,2017,450000,70000,Diesel,Individual,Manual,First Owner,7,Maruti,Mid-Range,Medium,Recent,13.017002861746503,0,0,1,1,18,1,1,1
Maruti Ertiga VXI,2014,600000,20000,Petrol,Individual,Manual,First Owner,10,Maruti,Mid-Range,Low,Old,13.304684934198283,0,0,4,1,18,1,0,2
Hyundai i20 1.4 Magna ABS,2009,180000,60000,Diesel,Individual,Manual,Second Owner,15,Hyundai,Budget,Medium,Old,12.100712129872347,1,0,1,1,10,0,1,2
Maruti Alto LXi,2007,100000,195000,Petrol,Individual,Manual,First Owner,17,Maruti,Budget,High,Very Old,11.512925464970229,0,0,4,1,18,0,2,3
Maruti Alto LXi,2010,120000,90000,Petrol,Individual,Manual,Second Owner,14,Maruti,Budget,Medium,Old,11.695247021764184,1,0,4,1,18,0,1,2
Hyundai Getz GL,2006,130000,80000,Petrol,Individual,Manual,Third Owner,18,Hyundai,Budget,Medium,Very Old,11.77528972943772,2,0,4,1,10,0,1,3
Maruti Wagon R LX BS IV,2011,160000,155000,Petrol,Individual,Manual,First Owner,13,Maruti,Budget,High,Old,11.982929094215963,0,0,4,1,18,0,2,2
Mahindra Bolero Power Plus SLX,2019,860000,35000,Diesel,Individual,Manual,First Owner,5,Mahindra,Premium,Low,Recent,13.664687668229691,0,0,1,1,17,2,0,1
Hyundai i20 1.2 Spotz,2018,650000,20000,Petrol,Individual,Manual,Second Owner,6,Hyundai,Premium,Low,Recent,13.38472764187182,1,0,4,1,10,2,0,1
Maruti Wagon R LXI Minor,2010,100000,80000,Petrol,Individual,Manual,Second Owner,14,Maruti,Budget,Medium,Old,11.512925464970229,1,0,4,1,18,0,1,2
Maruti Alto 800 VXI,2017,282000,20000,Petrol,Individual,Manual,First Owner,7,Maruti,Budget,Low,Recent,12.54966234992025,0,0,4,1,18,0,0,1
Hyundai i20 Asta (o),2009,300000,50000,Petrol,Individual,Manual,First Owner,15,Hyundai,Budget,Low,Old,12.611537753638338,0,0,4,1,10,0,0,2
Hyundai i20 Asta,2010,270000,110000,Petrol,Individual,Manual,Second Owner,14,Hyundai,Budget,High,Old,12.506177237980511,1,0,4,1,10,0,2,2
Hyundai Verna 1.6 SX CRDi (O),2013,550000,29000,Diesel,Individual,Manual,First Owner,11,Hyundai,Mid-Range,Low,Old,13.217673557208654,0,0,1,1,10,1,0,2
Mahindra Xylo D2 BSIV,2013,450000,120000,Diesel,Individual,Manual,First Owner,11,Mahindra,Mid-Range,High,Old,13.017002861746503,0,0,1,1,17,1,2,2
Mahindra Bolero SLX 2WD BSIII,2011,430000,70000,Diesel,Individual,Manual,Second Owner,13,Mahindra,Mid-Range,Medium,Old,12.971540487669746,1,0,1,1,17,1,1,2
Maruti Ertiga VXI ABS,2013,350000,40000,Petrol,Individual,Manual,First Owner,11,Maruti,Mid-Range,Low,Old,12.765688433465597,0,0,4,1,18,1,0,2
Honda Brio 1.2 E MT,2017,350000,20000,Petrol,Individual,Manual,First Owner,7,Honda,Mid-Range,Low,Recent,12.765688433465597,0,0,4,1,9,1,0,1
Toyota Etios Liva G,2013,229999,50000,Petrol,Individual,Manual,Second Owner,11,Toyota,Budget,Low,Old,12.345830240069793,1,0,4,1,26,0,0,2
Maruti Alto 800 LXI,2013,110000,50000,Petrol,Individual,Manual,First Owner,11,Maruti,Budget,Low,Old,11.608235644774552,0,0,4,1,18,0,0,2
Maruti Swift Dzire 1.2 Vxi BSIV,2012,395000,49000,Petrol,Individual,Manual,Second Owner,12,Maruti,Mid-Range,Low,Old,12.886641043883259,1,0,4,1,18,1,0,2
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,650000,70000,Diesel,Individual,Automatic,Second Owner,13,Mahindra,Premium,Medium,Old,13.38472764187182,1,1,1,1,17,2,1,2
Mahindra Bolero SLX,2011,350000,90000,Diesel,Individual,Manual,Second Owner,13,Mahindra,Mid-Range,Medium,Old,12.765688433465597,1,0,1,1,17,1,1,2
Mahindra XUV500 W11 Option AWD,2020,1400000,25000,Diesel,Dealer,Manual,First Owner,4,Mahindra,Luxury,Low,Recent,14.151982794585487,0,0,1,0,17,3,0,1
Tata Tiago 1.2 Revotron XZ,2018,360000,4000,Petrol,Individual,Manual,First Owner,6,Tata,Mid-Range,Low,Recent,12.793859310432293,0,0,4,1,25,1,0,1
Mahindra Marazzo M8 8Str,2018,1300000,10000,Diesel,Individual,Manual,First Owner,6,Mahindra,Luxury,Low,Recent,14.077874822431765,0,0,1,1,17,3,0,1
Renault Duster 110PS Diesel RxL,2015,800000,15000,Diesel,Individual,Manual,First Owner,9,Renault,Premium,Low,Old,13.592367006650065,0,0,1,1,23,2,0,2
Hyundai EON Magna Plus,2018,229999,30000,Petrol,Individual,Manual,First Owner,6,Hyundai,Budget,Low,Recent,12.345830240069793,0,0,4,1,10,0,0,1
Maruti Wagon R VXI,2014,315000,41000,Petrol,Dealer,Manual,First Owner,10,Maruti,Mid-Range,Low,Old,12.66032791780777,0,0,4,0,18,1,0,2
Chevrolet Spark 1.0 LT,2012,125000,28000,Petrol,Individual,Manual,First Owner,12,Chevrolet,Budget,Low,Old,11.736069016284437,0,0,4,1,3,0,0,2
Maruti Baleno Alpha,2019,700000,16000,Petrol,Individual,Manual,First Owner,5,Maruti,Premium,Low,Recent,13.458835614025542,0,0,4,1,18,2,0,1
Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000,Petrol,Individual,Manual,First Owner,9,Hyundai,Budget,Medium,Old,11.982929094215963,0,0,4,1,10,0,1,2
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,10832,Petrol,Dealer,Manual,First Owner,7,Ford,Mid-Range,Low,Recent,13.180632285528304,0,0,4,0,8,1,0,1
Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,First Owner,6,Ford,Premium,Low,Recent,13.343905647351566,0,0,1,0,8,2,0,1
Hyundai i10 Era,2009,250000,50000,Petrol,Individual,Manual,First Owner,15,Hyundai,Budget,Low,Old,12.429216196844383,0,0,4,1,10,0,0,2
Mahindra Bolero SLX,2016,585000,51000,Diesel,Dealer,Manual,First Owner,8,Mahindra,Mid-Range,Medium,Old,13.279367126213993,0,0,1,0,17,1,1,2
Hyundai Verna 1.4 VTVT,2015,500000,25000,Petrol,Individual,Manual,First Owner,9,Hyundai,Mid-Range,Low,Old,13.122363377404328,0,0,4,1,10,1,0,2
Chevrolet Sail 1.2 LT ABS,2014,350000,30000,Petrol,Individual,Manual,First Owner,10,Chevrolet,Mid-Range,Low,Old,12.765688433465597,0,0,4,1,3,1,0,2
Honda City i-DTEC SV,2014,495000,80000,Diesel,Dealer,Manual,First Owner,10,Honda,Mid-Range,Medium,Old,13.112313041550827,0,0,1,0,9,1,1,2
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,50000,Petrol,Individual,Manual,First Owner,7,Hyundai,Mid-Range,Low,Recent,13.122363377404328,0,0,4,1,10,1,0,1
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,430000,200000,Diesel,Individual,Manual,First Owner,9,Mahindra,Mid-Range,High,Old,12.971540487669746,0,0,1,1,17,1,2,2
Hyundai Grand i10 1.2 Kappa Sportz Option,2013,345000,44000,Petrol,Dealer,Manual,First Owner,11,Hyundai,Mid-Range,Low,Old,12.751299696013497,0,0,4,0,10,1,0,2
Maruti Baleno Sigma 1.2,2015,500000,10000,Petrol,Individual,Manual,First Owner,9,Maruti,Mid-Range,Low,Old,13.122363377404328,0,0,4,1,18,1,0,2
Tata Tiago 1.2 Revotron XZ,2019,425000,19600,Petrol,Individual,Manual,First Owner,5,Tata,Mid-Range,Low,Recent,12.959844447906553,0,0,4,1,25,1,0,1
Maruti Wagon R LXI,2005,80000,40000,Petrol,Individual,Manual,Second Owner,19,Maruti,Budget,Low,Very Old,11.289781913656018,1,0,4,1,18,0,0,3
Chevrolet Beat Diesel LS,2011,106000,50000,Diesel,Individual,Manual,First Owner,13,Chevrolet,Budget,Low,Old,11.571194373094205,0,0,1,1,3,0,0,2
Maruti A-Star Vxi,2009,180000,46730,Petrol,Individual,Manual,First Owner,15,Maruti,Budget,Low,Old,12.100712129872347,0,0,4,1,18,0,0,2
Datsun GO A,2015,250000,40000,Petrol,Individual,Manual,Second Owner,9,Datsun,Budget,Low,Old,12.429216196844383,1,0,4,1,5,0,0,2
Skoda Yeti Ambition 4WD,2011,350000,80000,Diesel,Individual,Manual,First Owner,13,Skoda,Mid-Range,Medium,Old,12.765688433465597,0,0,1,1,24,1,1,2
Maruti Zen LXi BSII,2002,60000,80000,Petrol,Individual,Manual,Second Owner,22,Maruti,Budget,Medium,Very Old,11.002099841204238,1,0,4,1,18,0,1,3
Hyundai Verna CRDi 1.6 EX,2018,900000,24000,Diesel,Individual,Manual,First Owner,6,Hyundai,Premium,Low,Recent,13.710150042306449,0,0,1,1,10,2,0,1
Ford Aspire Titanium Diesel BSIV,2017,700000,21170,Diesel,Dealer,Manual,First Owner,7,Ford,Premium,Low,Recent,13.458835614025542,0,0,1,0,8,2,0,1
BMW 3 Series 320d Sport,2013,2000000,167223,Diesel,Dealer,Automatic,First Owner,11,BMW,Luxury,High,Old,14.508657738524219,0,1,1,0,2,3,2,2
Maruti Ertiga SHVS ZDI Plus,2017,1000000,40000,Diesel,Individual,Manual,First Owner,7,Maruti,Premium,Low,Recent,13.815510557964274,0,0,1,1,18,2,0,1
BMW X1 sDrive 20d Exclusive,2011,1375000,60000,Diesel,Individual,Automatic,First Owner,13,BMW,Luxury,Medium,Old,14.133964289082808,0,1,1,1,2,3,1,2
Toyota Innova Crysta 2.4 VX MT,2016,1800000,141440,Diesel,Dealer,Manual,First Owner,8,Toyota,Luxury,High,Old,14.403297222866392,0,0,1,0,26,3,2,2
