car_age,km_driven,fuel_encoded,seller_type_encoded,transmission_encoded,owner_encoded,brand_encoded,selling_price,name,year,brand,fuel,seller_type,transmission,owner,price_category,mileage_category,age_category,price_category_encoded,mileage_category_encoded,age_category_encoded,log_price
13,50000,4,1,1,1,10,350000,Hyundai i10 Asta AT,2011,Hyundai,Petrol,Individual,Automatic,Second Owner,Mid-Range,Low,Old,1,0,2,12.765688433465597
8,40000,4,1,0,0,3,320000,Chevrolet Beat LT,2016,Chevrolet,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.676076274775909
9,100000,1,1,0,2,18,400000,Maruti Swift VDI BSIV,2015,Maruti,Diesel,Individual,Manual,Third Owner,Mid-Range,Medium,Old,1,1,2,12.89921982609012
12,80000,4,1,0,2,18,175000,Maruti Alto LXi,2012,Maruti,Petrol,Individual,Manual,Third Owner,Budget,Medium,Old,0,1,2,12.072541252905651
13,90000,4,1,0,1,3,120000,Chevrolet Beat LT,2011,Chevrolet,Petrol,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,11.695247021764184
11,90000,1,1,0,1,23,320000,Renault Duster 110PS Diesel RxZ,2013,Renault,Diesel,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,12.676076274775909
18,110000,4,1,0,2,10,70000,Hyundai Santro Xing XG,2006,Hyundai,Petrol,Individual,Manual,Third Owner,Budget,High,Very Old,0,2,3,11.156250521031495
5,15000,4,1,0,0,18,810000,Maruti Swift Dzire ZXI Plus,2019,Maruti,Petrol,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.604789526648622
17,100000,4,1,0,1,18,95000,Maruti 800 AC,2007,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.461632170582678
4,40000,0,1,0,0,18,282000,Maruti Alto K10 LXI CNG,2020,Maruti,CNG,Individual,Manual,First Owner,Budget,Low,Recent,0,0,1,12.54966234992025
20,60000,4,1,0,1,18,80000,Maruti 800 Std BSII,2004,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.289781913656018
11,25000,4,1,0,0,25,72000,Tata Nano LX SE,2013,Tata,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,11.184421397998193
8,25000,4,1,0,0,10,600000,Hyundai i20 Magna 1.2,2016,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.304684934198283
9,23000,4,1,0,0,24,640000,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,Skoda,Petrol,Individual,Manual,First Owner,Premium,Low,Old,2,0,2,13.369223455335854
6,22155,4,1,0,0,18,380000,Maruti Alto K10 VXI,2018,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.84792653170257
6,70000,4,1,0,0,18,650000,Maruti Ciaz 1.4 Delta,2018,Maruti,Petrol,Individual,Manual,First Owner,Premium,Medium,Recent,2,1,1,13.38472764187182
15,60000,4,1,0,1,18,150000,Maruti Alto LX,2009,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,11.918390573078392
15,110000,4,1,0,1,10,280000,Hyundai i20 Asta,2009,Hyundai,Petrol,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.542544882151386
6,30000,4,1,0,0,25,430000,Tata Nexon 1.2 Revotron XM,2018,Tata,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.971540487669746
5,15000,1,1,0,0,17,800000,Mahindra Bolero Power Plus SLX,2019,Mahindra,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.592367006650065
21,100000,1,1,0,1,18,75000,Maruti Zen D,2003,Maruti,Diesel,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.225243392518447
8,70000,1,1,1,0,27,650000,Volkswagen Vento Celeste 1.5 TDI Highline AT,2016,Volkswagen,Diesel,Individual,Automatic,First Owner,Premium,Medium,Old,2,1,2,13.38472764187182
7,24000,4,1,0,0,18,390000,Maruti Eeco 7 Seater Standard BSIV,2017,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.873902018105829
19,120000,4,1,0,1,9,100000,Honda City 1.5 EXI,2005,Honda,Petrol,Individual,Manual,Second Owner,Budget,High,Very Old,0,2,3,11.512925464970229
11,35000,1,1,1,0,19,1500000,Mercedes-Benz New C-Class 220 CDI AT,2013,Mercedes-Benz,Diesel,Individual,Automatic,First Owner,Luxury,Low,Old,3,0,2,14.22097566607244
17,78380,4,1,0,0,18,175000,Maruti SX4 Zxi with Leather BSIII,2007,Maruti,Petrol,Individual,Manual,First Owner,Budget,Medium,Very Old,0,1,3,12.072541252905651
12,110000,1,1,0,1,23,434999,Renault Duster 110PS Diesel RxZ,2012,Renault,Diesel,Individual,Manual,Second Owner,Mid-Range,High,Old,1,2,2,12.983099011217604
14,90000,1,1,0,2,8,170000,Ford Figo Diesel Titanium,2010,Ford,Diesel,Individual,Manual,Third Owner,Budget,Medium,Old,0,1,2,12.043553716032399
13,90000,1,1,0,2,8,190000,Ford Figo Diesel Titanium,2011,Ford,Diesel,Individual,Manual,Third Owner,Budget,Medium,Old,0,1,2,12.154779351142624
15,150000,1,1,0,2,18,250000,Maruti Swift Dzire VDi,2009,Maruti,Diesel,Individual,Manual,Third Owner,Budget,High,Old,0,2,2,12.429216196844383
15,230000,1,1,0,2,17,229999,Mahindra Xylo E4,2009,Mahindra,Diesel,Individual,Manual,Third Owner,Budget,Very High,Old,0,3,2,12.345830240069793
18,70000,4,1,0,2,18,140000,Maruti Esteem Vxi - BSIII,2006,Maruti,Petrol,Individual,Manual,Third Owner,Budget,Medium,Very Old,0,1,3,11.84939770159144
7,80362,1,1,0,0,18,600000,Maruti Swift VDI BSIV,2017,Maruti,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Recent,1,1,1,13.304684934198283
12,110000,4,1,0,2,10,280000,Hyundai i20 1.2 Sportz,2012,Hyundai,Petrol,Individual,Manual,Third Owner,Budget,High,Old,0,2,2,12.542544882151386
12,60000,1,1,0,0,3,150000,Chevrolet Beat Diesel LT,2012,Chevrolet,Diesel,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.918390573078392
9,50000,1,1,1,0,3,650000,Chevrolet Cruze LTZ AT,2015,Chevrolet,Diesel,Individual,Automatic,First Owner,Premium,Low,Old,2,0,2,13.38472764187182
10,40000,4,1,0,1,21,210000,Nissan Micra XL,2014,Nissan,Petrol,Individual,Manual,Second Owner,Budget,Low,Old,0,0,2,12.254862809699606
7,40000,1,1,1,0,2,2900000,BMW 5 Series 520d Luxury Line,2017,BMW,Diesel,Individual,Automatic,First Owner,Luxury,Low,Recent,3,0,1,14.880221294956703
11,20000,1,0,0,0,3,425000,Chevrolet Enjoy 1.3 TCDi LS 8,2013,Chevrolet,Diesel,Dealer,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.959844447906553
10,55000,4,0,0,0,10,265000,Hyundai EON Era Plus Option,2014,Hyundai,Petrol,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.487485104968359
6,1136,4,0,0,0,6,890000,Fiat Linea T Jet Emotion,2018,Fiat,Petrol,Dealer,Manual,First Owner,Premium,Low,Recent,2,0,1,13.698976741708323
11,55000,4,0,0,0,23,365000,Renault Scala RxL,2013,Renault,Petrol,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.80765263256463
10,43000,4,0,0,0,8,350000,Ford Figo Petrol Titanium,2014,Ford,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.765688433465597
8,60000,1,1,0,0,18,685000,Maruti Ciaz ZDi SHVS,2016,Maruti,Diesel,Individual,Manual,First Owner,Premium,Medium,Old,2,1,2,13.437174117244362
6,2650,1,0,0,0,24,940000,Skoda Rapid 1.5 TDI Ambition BSIV,2018,Skoda,Diesel,Dealer,Manual,First Owner,Premium,Low,Recent,2,0,1,13.753635154246187
7,40000,1,1,0,0,17,1000000,Mahindra XUV500 W6 2WD,2017,Mahindra,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.815510557964274
5,15000,4,0,0,0,17,1150000,Mahindra XUV300 W8 Option,2019,Mahindra,Petrol,Dealer,Manual,First Owner,Luxury,Low,Recent,3,0,1,13.955272500339433
8,115962,1,1,0,1,18,450000,Maruti Ertiga SHVS ZDI,2016,Maruti,Diesel,Individual,Manual,Second Owner,Mid-Range,High,Old,1,2,2,13.017002861746503
9,65000,1,0,0,0,21,590000,Nissan Terrano XE D,2015,Nissan,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.287877815881902
7,40000,1,1,0,0,18,800000,Maruti S-Cross Facelift,2017,Maruti,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.592367006650065
12,58000,1,0,0,0,10,385000,Hyundai i20 Magna 1.4 CRDi (Diesel),2012,Hyundai,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.86099861326992
11,15000,1,1,1,0,19,2000000,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2013,Mercedes-Benz,Diesel,Individual,Automatic,First Owner,Luxury,Low,Old,3,0,2,14.508657738524219
12,54000,4,0,0,0,10,235000,Hyundai EON Era Plus,2012,Hyundai,Petrol,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.367340793126296
7,56000,1,0,0,0,27,640000,Volkswagen Ameo 1.5 TDI Highline,2017,Volkswagen,Diesel,Dealer,Manual,First Owner,Premium,Medium,Recent,2,1,1,13.369223455335854
18,120000,4,1,0,2,18,52000,Maruti Alto LX,2006,Maruti,Petrol,Individual,Manual,Third Owner,Budget,High,Very Old,0,2,3,10.858998997563564
15,90000,3,1,0,1,18,80000,Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,Maruti,LPG,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,11.289781913656018
12,70000,4,1,0,1,18,140000,Maruti Alto LX,2012,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,11.84939770159144
16,90000,4,1,0,1,10,120000,Hyundai Verna i (Petrol),2008,Hyundai,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.695247021764184
16,213000,1,1,0,0,17,89999,Mahindra Renault Logan 1.5 DLS,2008,Mahindra,Diesel,Individual,Manual,First Owner,Budget,Very High,Very Old,0,3,3,11.407553838139561
12,120000,1,1,0,0,3,180000,Chevrolet Optra Magnum 2.0 LS BSIII,2012,Chevrolet,Diesel,Individual,Manual,First Owner,Budget,High,Old,0,2,2,12.100712129872347
7,20000,1,1,0,0,17,1500000,Mahindra Scorpio S11 BSIV,2017,Mahindra,Diesel,Individual,Manual,First Owner,Luxury,Low,Recent,3,0,1,14.22097566607244
7,10000,4,1,0,0,10,700000,Hyundai i20 Active 1.2 SX,2017,Hyundai,Petrol,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.458835614025542
12,80000,1,1,0,1,18,285000,Maruti SX4 Celebration Diesel,2012,Maruti,Diesel,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.560244459250788
9,90000,4,1,0,0,10,390000,Hyundai Grand i10 Magna,2015,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.873902018105829
16,80000,4,1,0,0,18,125000,Maruti Alto LXi BSIII,2008,Maruti,Petrol,Individual,Manual,First Owner,Budget,Medium,Very Old,0,1,3,11.736069016284437
16,60000,4,1,0,1,18,225000,Maruti SX4 Zxi with Leather BSIII,2008,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,12.323855681186558
13,139000,4,1,0,1,10,175000,Hyundai i10 Era,2011,Hyundai,Petrol,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.072541252905651
13,160000,1,1,0,1,26,1075000,Toyota Innova 2.5 V Diesel 7-seater,2011,Toyota,Diesel,Individual,Manual,Second Owner,Luxury,High,Old,3,2,2,13.8878312195439
10,150000,1,1,0,0,9,300000,Honda Mobilio V i DTEC,2014,Honda,Diesel,Individual,Manual,First Owner,Budget,High,Old,0,2,2,12.611537753638338
14,163000,1,1,0,3,26,700000,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,Toyota,Diesel,Individual,Manual,Fourth & Above Owner,Premium,High,Old,2,2,2,13.458835614025542
15,120000,1,0,0,0,25,90000,Tata Indica V2 2001-2011 DLS BSIII,2009,Tata,Diesel,Dealer,Manual,First Owner,Budget,High,Old,0,2,2,11.407564949312402
13,120000,1,1,0,1,25,120000,Tata Indica Vista TDI LS,2011,Tata,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,11.695247021764184
12,100000,1,1,0,1,3,220000,Chevrolet Beat Diesel LS,2012,Chevrolet,Diesel,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.301382825334498
9,140000,1,0,0,0,25,300000,Tata Zest Quadrajet 1.3 75PS XE,2015,Tata,Diesel,Dealer,Manual,First Owner,Budget,High,Old,0,2,2,12.611537753638338
14,87000,1,0,0,1,24,180000,Skoda Fabia 1.2L Diesel Ambiente,2010,Skoda,Diesel,Dealer,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.100712129872347
11,70000,4,1,0,0,18,170000,Maruti 800 Std,2013,Maruti,Petrol,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,12.043553716032399
9,50000,4,1,0,1,8,300000,Ford Figo Petrol Titanium,2015,Ford,Petrol,Individual,Manual,Second Owner,Budget,Low,Old,0,0,2,12.611537753638338
10,70000,1,1,0,0,26,1050000,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,Toyota,Diesel,Individual,Manual,First Owner,Luxury,Medium,Old,3,1,2,13.864300722133706
6,25000,1,1,0,0,10,465000,Hyundai Grand i10 1.2 CRDi Asta,2018,Hyundai,Diesel,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.049792684569493
13,80000,1,1,0,1,3,130000,Chevrolet Beat Diesel LT,2011,Chevrolet,Diesel,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,11.77528972943772
6,10000,4,1,0,0,5,434999,Datsun GO Plus T Option Petrol,2018,Datsun,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.983099011217604
6,32000,4,1,0,0,10,500000,Hyundai Grand i10 1.2 Kappa Asta,2018,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.122363377404328
6,10000,4,1,0,0,18,200000,Maruti Omni MPI STD BSIV,2018,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Recent,0,0,1,12.206072645530174
7,52000,4,0,0,0,18,625000,Maruti Baleno Alpha 1.2,2017,Maruti,Petrol,Dealer,Manual,First Owner,Premium,Medium,Recent,2,1,1,13.345506928718539
18,120000,1,1,0,2,8,110000,Ford Fiesta Classic 1.4 SXI Duratorq,2006,Ford,Diesel,Individual,Manual,Third Owner,Budget,High,Very Old,0,2,3,11.608235644774552
5,11240,4,1,0,0,10,800000,Hyundai Elite i20 Asta Option BSIV,2019,Hyundai,Petrol,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.592367006650065
7,66000,1,0,0,0,10,490000,Hyundai Grand i10 CRDi Magna,2017,Hyundai,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Recent,1,1,1,13.102160670086809
7,64000,1,0,0,0,18,880000,Maruti Ertiga SHVS ZDI,2017,Maruti,Diesel,Dealer,Manual,First Owner,Premium,Medium,Recent,2,1,1,13.687677186454389
11,49000,4,1,0,0,10,290000,Hyundai Santro Xing GL Plus,2013,Hyundai,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.577636201962656
18,100000,1,1,0,1,25,115999,Tata Sumo GX TC 7 Str BSIII,2006,Tata,Diesel,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.661336849361689
6,26500,4,1,0,0,23,360000,Renault KWID RXT,2018,Renault,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.793859310432293
22,100000,4,1,0,1,18,65000,Maruti 800 AC,2002,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.082142548877775
7,72000,1,0,0,0,18,685000,Maruti Vitara Brezza LDi Option,2017,Maruti,Diesel,Dealer,Manual,First Owner,Premium,Medium,Recent,2,1,1,13.437174117244362
15,50000,4,1,0,0,9,300000,Honda Jazz S,2009,Honda,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.611537753638338
7,44000,1,0,0,0,10,680000,Hyundai i20 1.4 Sportz,2017,Hyundai,Diesel,Dealer,Manual,First Owner,Premium,Low,Recent,2,0,1,13.42984807715229
7,60000,1,1,0,1,18,1000000,Maruti Ertiga SHVS ZDI Plus,2017,Maruti,Diesel,Individual,Manual,Second Owner,Premium,Medium,Recent,2,1,1,13.815510557964274
22,120000,1,1,0,0,25,100000,Tata Sumo SE Plus BSIII,2002,Tata,Diesel,Individual,Manual,First Owner,Budget,High,Very Old,0,2,3,11.512925464970229
14,130000,1,1,0,0,17,160000,Mahindra Xylo E4,2010,Mahindra,Diesel,Individual,Manual,First Owner,Budget,High,Old,0,2,2,11.982929094215963
7,70000,1,1,0,0,18,450000,Maruti Swift ZDi BSIV,2017,Maruti,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Recent,1,1,1,13.017002861746503
10,20000,4,1,0,0,18,600000,Maruti Ertiga VXI,2014,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.304684934198283
15,60000,1,1,0,1,10,180000,Hyundai i20 1.4 Magna ABS,2009,Hyundai,Diesel,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.100712129872347
17,195000,4,1,0,0,18,100000,Maruti Alto LXi,2007,Maruti,Petrol,Individual,Manual,First Owner,Budget,High,Very Old,0,2,3,11.512925464970229
14,90000,4,1,0,1,18,120000,Maruti Alto LXi,2010,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,11.695247021764184
18,80000,4,1,0,2,10,130000,Hyundai Getz GL,2006,Hyundai,Petrol,Individual,Manual,Third Owner,Budget,Medium,Very Old,0,1,3,11.77528972943772
13,155000,4,1,0,0,18,160000,Maruti Wagon R LX BS IV,2011,Maruti,Petrol,Individual,Manual,First Owner,Budget,High,Old,0,2,2,11.982929094215963
5,35000,1,1,0,0,17,860000,Mahindra Bolero Power Plus SLX,2019,Mahindra,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.664687668229691
6,20000,4,1,0,1,10,650000,Hyundai i20 1.2 Spotz,2018,Hyundai,Petrol,Individual,Manual,Second Owner,Premium,Low,Recent,2,0,1,13.38472764187182
14,80000,4,1,0,1,18,100000,Maruti Wagon R LXI Minor,2010,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,11.512925464970229
7,20000,4,1,0,0,18,282000,Maruti Alto 800 VXI,2017,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Recent,0,0,1,12.54966234992025
15,50000,4,1,0,0,10,300000,Hyundai i20 Asta (o),2009,Hyundai,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.611537753638338
14,110000,4,1,0,1,10,270000,Hyundai i20 Asta,2010,Hyundai,Petrol,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.506177237980511
11,29000,1,1,0,0,10,550000,Hyundai Verna 1.6 SX CRDi (O),2013,Hyundai,Diesel,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.217673557208654
11,120000,1,1,0,0,17,450000,Mahindra Xylo D2 BSIV,2013,Mahindra,Diesel,Individual,Manual,First Owner,Mid-Range,High,Old,1,2,2,13.017002861746503
13,70000,1,1,0,1,17,430000,Mahindra Bolero SLX 2WD BSIII,2011,Mahindra,Diesel,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,12.971540487669746
11,40000,4,1,0,0,18,350000,Maruti Ertiga VXI ABS,2013,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.765688433465597
7,20000,4,1,0,0,9,350000,Honda Brio 1.2 E MT,2017,Honda,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.765688433465597
11,50000,4,1,0,1,26,229999,Toyota Etios Liva G,2013,Toyota,Petrol,Individual,Manual,Second Owner,Budget,Low,Old,0,0,2,12.345830240069793
11,50000,4,1,0,0,18,110000,Maruti Alto 800 LXI,2013,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,11.608235644774552
12,49000,4,1,0,1,18,395000,Maruti Swift Dzire 1.2 Vxi BSIV,2012,Maruti,Petrol,Individual,Manual,Second Owner,Mid-Range,Low,Old,1,0,2,12.886641043883259
13,70000,1,1,1,1,17,650000,Mahindra Scorpio VLS AT 2.2 mHAWK,2011,Mahindra,Diesel,Individual,Automatic,Second Owner,Premium,Medium,Old,2,1,2,13.38472764187182
13,90000,1,1,0,1,17,350000,Mahindra Bolero SLX,2011,Mahindra,Diesel,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,12.765688433465597
4,25000,1,0,0,0,17,1400000,Mahindra XUV500 W11 Option AWD,2020,Mahindra,Diesel,Dealer,Manual,First Owner,Luxury,Low,Recent,3,0,1,14.151982794585487
6,4000,4,1,0,0,25,360000,Tata Tiago 1.2 Revotron XZ,2018,Tata,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.793859310432293
6,10000,1,1,0,0,17,1300000,Mahindra Marazzo M8 8Str,2018,Mahindra,Diesel,Individual,Manual,First Owner,Luxury,Low,Recent,3,0,1,14.077874822431765
9,15000,1,1,0,0,23,800000,Renault Duster 110PS Diesel RxL,2015,Renault,Diesel,Individual,Manual,First Owner,Premium,Low,Old,2,0,2,13.592367006650065
6,30000,4,1,0,0,10,229999,Hyundai EON Magna Plus,2018,Hyundai,Petrol,Individual,Manual,First Owner,Budget,Low,Recent,0,0,1,12.345830240069793
10,41000,4,0,0,0,18,315000,Maruti Wagon R VXI,2014,Maruti,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.66032791780777
12,28000,4,1,0,0,3,125000,Chevrolet Spark 1.0 LT,2012,Chevrolet,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,11.736069016284437
5,16000,4,1,0,0,18,700000,Maruti Baleno Alpha,2019,Maruti,Petrol,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.458835614025542
9,70000,4,1,0,0,10,160000,Hyundai EON 1.0 Kappa Magna Plus,2015,Hyundai,Petrol,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.982929094215963
7,10832,4,0,0,0,8,530000,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,Ford,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.180632285528304
6,14681,1,0,0,0,8,624000,Ford Figo Aspire Facelift,2018,Ford,Diesel,Dealer,Manual,First Owner,Premium,Low,Recent,2,0,1,13.343905647351566
15,50000,4,1,0,0,10,250000,Hyundai i10 Era,2009,Hyundai,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.429216196844383
8,51000,1,0,0,0,17,585000,Mahindra Bolero SLX,2016,Mahindra,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.279367126213993
9,25000,4,1,0,0,10,500000,Hyundai Verna 1.4 VTVT,2015,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.122363377404328
10,30000,4,1,0,0,3,350000,Chevrolet Sail 1.2 LT ABS,2014,Chevrolet,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.765688433465597
10,80000,1,0,0,0,9,495000,Honda City i-DTEC SV,2014,Honda,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.112313041550827
7,50000,4,1,0,0,10,500000,Hyundai Grand i10 1.2 Kappa Asta,2017,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.122363377404328
9,200000,1,1,0,0,17,430000,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,Mahindra,Diesel,Individual,Manual,First Owner,Mid-Range,High,Old,1,2,2,12.971540487669746
11,44000,4,0,0,0,10,345000,Hyundai Grand i10 1.2 Kappa Sportz Option,2013,Hyundai,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.751299696013497
9,10000,4,1,0,0,18,500000,Maruti Baleno Sigma 1.2,2015,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.122363377404328
5,19600,4,1,0,0,25,425000,Tata Tiago 1.2 Revotron XZ,2019,Tata,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.959844447906553
19,40000,4,1,0,1,18,80000,Maruti Wagon R LXI,2005,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Low,Very Old,0,0,3,11.289781913656018
13,50000,1,1,0,0,3,106000,Chevrolet Beat Diesel LS,2011,Chevrolet,Diesel,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,11.571194373094205
15,46730,4,1,0,0,18,180000,Maruti A-Star Vxi,2009,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.100712129872347
9,40000,4,1,0,1,5,250000,Datsun GO A,2015,Datsun,Petrol,Individual,Manual,Second Owner,Budget,Low,Old,0,0,2,12.429216196844383
13,80000,1,1,0,0,24,350000,Skoda Yeti Ambition 4WD,2011,Skoda,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.765688433465597
22,80000,4,1,0,1,18,60000,Maruti Zen LXi BSII,2002,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.002099841204238
6,24000,1,1,0,0,10,900000,Hyundai Verna CRDi 1.6 EX,2018,Hyundai,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.710150042306449
7,21170,1,0,0,0,8,700000,Ford Aspire Titanium Diesel BSIV,2017,Ford,Diesel,Dealer,Manual,First Owner,Premium,Low,Recent,2,0,1,13.458835614025542
11,167223,1,0,1,0,2,2000000,BMW 3 Series 320d Sport,2013,BMW,Diesel,Dealer,Automatic,First Owner,Luxury,High,Old,3,2,2,14.508657738524219
7,40000,1,1,0,0,18,1000000,Maruti Ertiga SHVS ZDI Plus,2017,Maruti,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.815510557964274
13,60000,1,1,1,0,2,1375000,BMW X1 sDrive 20d Exclusive,2011,BMW,Diesel,Individual,Automatic,First Owner,Luxury,Medium,Old,3,1,2,14.133964289082808
8,141440,1,0,0,0,26,1800000,Toyota Innova Crysta 2.4 VX MT,2016,Toyota,Diesel,Dealer,Manual,First Owner,Luxury,High,Old,3,2,2,14.403297222866392
