name,selling_price,car_age,km_driven,brand,fuel,transmission,owner,cluster_kmeans,cluster_dbscan,high_risk
Honda Brio 1.2 E MT,350000,7,20000,Honda,Petrol,Manual,First Owner,2,0,0
Toyota Etios Liva G,229999,11,50000,Toyota,Petrol,Manual,Second Owner,2,3,0
Maruti Alto 800 LXI,110000,11,50000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift Dzire 1.2 Vxi BSIV,395000,12,49000,Maruti,Petrol,Manual,Second Owner,2,3,0
Mahindra Scorpio VLS AT 2.2 mHAWK,650000,13,70000,Mahindra,Diesel,Automatic,Second Owner,3,-1,0
Mahindra Bolero SLX,350000,13,90000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Mahindra XUV500 W11 Option AWD,1400000,4,25000,Mahindra,Diesel,Manual,First Owner,0,1,0
Tata Tiago 1.2 Revotron XZ,360000,6,4000,Tata,Petrol,Manual,First Owner,2,0,0
Mahindra Marazzo M8 8Str,1300000,6,10000,Mahindra,Diesel,Manual,First Owner,0,1,0
Renault Duster 110PS Diesel RxL,800000,9,15000,Renault,Diesel,Manual,First Owner,0,1,0
Hyundai EON Magna Plus,229999,6,30000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R VXI,315000,10,41000,Maruti,Petrol,Manual,First Owner,2,0,0
Chevrolet Spark 1.0 LT,125000,12,28000,Chevrolet,Petrol,Manual,First Owner,2,0,0
Maruti Baleno Alpha,700000,5,16000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai EON 1.0 Kappa Magna Plus,160000,9,70000,Hyundai,Petrol,Manual,First Owner,2,0,0
Ford Figo Aspire 1.2 Ti-VCT Trend,530000,7,10832,Ford,Petrol,Manual,First Owner,2,0,0
Ford Figo Aspire Facelift,624000,6,14681,Ford,Diesel,Manual,First Owner,0,1,0
Hyundai i10 Era,250000,15,50000,Hyundai,Petrol,Manual,First Owner,2,0,0
Mahindra Bolero SLX,585000,8,51000,Mahindra,Diesel,Manual,First Owner,0,1,0
Hyundai Verna 1.4 VTVT,500000,9,25000,Hyundai,Petrol,Manual,First Owner,2,0,0
Chevrolet Sail 1.2 LT ABS,350000,10,30000,Chevrolet,Petrol,Manual,First Owner,2,0,0
Honda City i-DTEC SV,495000,10,80000,Honda,Diesel,Manual,First Owner,0,1,0
Hyundai Grand i10 1.2 Kappa Asta,500000,7,50000,Hyundai,Petrol,Manual,First Owner,2,0,0
Mahindra Bolero Power Plus Plus AC BSIV PS,430000,9,200000,Mahindra,Diesel,Manual,First Owner,0,1,0
Hyundai Grand i10 1.2 Kappa Sportz Option,345000,11,44000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Baleno Sigma 1.2,500000,9,10000,Maruti,Petrol,Manual,First Owner,2,0,0
Tata Tiago 1.2 Revotron XZ,425000,5,19600,Tata,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R LXI,80000,19,40000,Maruti,Petrol,Manual,Second Owner,1,3,0
Chevrolet Beat Diesel LS,106000,13,50000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Maruti A-Star Vxi,180000,15,46730,Maruti,Petrol,Manual,First Owner,2,0,0
Datsun GO A,250000,9,40000,Datsun,Petrol,Manual,Second Owner,2,3,0
Skoda Yeti Ambition 4WD,350000,13,80000,Skoda,Diesel,Manual,First Owner,0,1,0
Maruti Zen LXi BSII,60000,22,80000,Maruti,Petrol,Manual,Second Owner,1,3,0
Hyundai Verna CRDi 1.6 EX,900000,6,24000,Hyundai,Diesel,Manual,First Owner,0,1,0
Ford Aspire Titanium Diesel BSIV,700000,7,21170,Ford,Diesel,Manual,First Owner,0,1,0
BMW 3 Series 320d Sport,2000000,11,167223,BMW,Diesel,Automatic,First Owner,3,-1,0
Maruti Ertiga SHVS ZDI Plus,1000000,7,40000,Maruti,Diesel,Manual,First Owner,0,1,0
BMW X1 sDrive 20d Exclusive,1375000,13,60000,BMW,Diesel,Automatic,First Owner,3,4,0
Toyota Innova Crysta 2.4 VX MT,1800000,8,141440,Toyota,Diesel,Manual,First Owner,0,-1,0
Chevrolet Tavera Neo 3 10 Seats BSIV,160000,17,120000,Chevrolet,Diesel,Manual,Third Owner,1,7,1
Mitsubishi Outlander 2.4,525000,12,140000,Mitsubishi,Petrol,Automatic,First Owner,3,-1,0
Mahindra XUV500 W8 2WD,850000,12,212814,Mahindra,Diesel,Manual,First Owner,0,-1,0
Maruti Baleno Alpha 1.3,800000,5,30000,Maruti,Diesel,Manual,First Owner,0,1,0
Ford Figo Aspire 1.5 TDCi Titanium,700000,7,88635,Ford,Diesel,Manual,First Owner,0,1,0
Maruti Swift Dzire VDI,800000,6,25000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai i20 1.2 Spotz,575000,7,20000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Renault Duster 110PS Diesel RxZ,350000,12,110000,Renault,Diesel,Manual,Second Owner,0,2,0
Maruti Swift Vdi BSIII,250000,16,120000,Maruti,Diesel,Manual,Third Owner,1,7,1
Ford Endeavour Titanium 4X2,600000,13,149674,Ford,Diesel,Manual,Second Owner,1,2,0
Mahindra Scorpio 2.6 Turbo 9 Str,370000,17,100000,Mahindra,Diesel,Manual,Third Owner,1,7,0
Maruti Baleno Vxi,80000,18,120000,Maruti,Petrol,Manual,Third Owner,1,6,1
Tata Indica DLX,50000,21,120000,Tata,Diesel,Manual,Second Owner,1,2,1
Hyundai Verna CRDi 1.6 EX,900000,6,25000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R VXI BS IV,300000,10,35000,Maruti,Petrol,Manual,Second Owner,2,3,0
Tata Indica LSI,125000,22,40000,Tata,Petrol,Manual,First Owner,1,0,0
Maruti Swift Dzire VDI,490000,9,60000,Maruti,Diesel,Manual,Second Owner,0,2,0
Toyota Etios Liva GD,300000,12,50000,Toyota,Diesel,Manual,Second Owner,0,2,0
Tata Nano STD,55000,11,25000,Tata,Petrol,Manual,Fourth & Above Owner,1,-1,0
Hyundai Grand i10 Sportz,350000,8,25000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai Grand i10 1.2 CRDi Asta,755000,5,8000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Ertiga SHVS VDI,720000,7,60000,Maruti,Diesel,Manual,First Owner,0,1,0
Mahindra Bolero SLX,229999,18,200000,Mahindra,Diesel,Manual,Third Owner,1,-1,1
Mahindra Scorpio S7 140 BSIV,1100000,6,20000,Mahindra,Diesel,Manual,First Owner,0,1,0
Volkswagen Polo Petrol Comfortline 1.2L,400000,11,100000,Volkswagen,Petrol,Manual,First Owner,2,0,0
Hyundai Xcent 1.1 CRDi Base,350000,9,70000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Chevrolet Beat Diesel PS,159000,12,68000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Maruti Swift ZXi BSIV,550000,7,38000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Ritz VDi,335000,11,80000,Maruti,Diesel,Manual,First Owner,0,1,0
Tata Indigo CS Emax CNG GLX,185000,10,72000,Tata,CNG,Manual,First Owner,0,18,0
Maruti Eeco 5 STR With AC Plus HTR CNG,229999,12,75000,Maruti,CNG,Manual,First Owner,0,18,0
Maruti Estilo LXI,225000,10,43000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift VXI with ABS,250000,17,120000,Maruti,Petrol,Manual,Second Owner,1,3,1
Tata Zest Quadrajet 1.3 XM,400000,9,100000,Tata,Diesel,Manual,First Owner,0,1,0
Maruti Swift VDI BSIV,470000,10,163000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Alto K10 VXI AGS Optional,300000,6,25000,Maruti,Petrol,Automatic,First Owner,3,5,0
Maruti Alto LX,145000,13,25000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti SX4 Vxi BSIII,100000,17,90000,Maruti,Petrol,Manual,Second Owner,1,3,0
Mahindra Scorpio SLE BSIV,500000,10,70000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Hyundai Santro Xing GLS CNG,130000,14,98000,Hyundai,CNG,Manual,Second Owner,0,11,0
Chevrolet Cruze LTZ,240000,14,81925,Chevrolet,Diesel,Manual,First Owner,0,1,0
Ford Figo Diesel Celebration Edition,150000,11,80000,Ford,Diesel,Manual,Second Owner,0,2,0
Renault KWID RXT Optional,270000,7,40000,Renault,Petrol,Manual,First Owner,2,0,0
Maruti Swift Dzire VDI,400000,10,90000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai EON Era Plus,200000,12,46000,Hyundai,Petrol,Manual,First Owner,2,0,0
Mahindra XUV500 W6 2WD,550000,12,80000,Mahindra,Diesel,Manual,First Owner,0,1,0
Renault KWID 1.0 RXT Optional,325000,6,35000,Renault,Petrol,Manual,First Owner,2,0,0
Skoda Rapid 1.5 TDI AT Style BSIV,860000,7,82080,Skoda,Diesel,Automatic,First Owner,3,-1,0
Mahindra XUV500 W8 2WD,600000,12,200000,Mahindra,Diesel,Manual,First Owner,0,-1,0
Chevrolet Spark 1.0,125000,15,70000,Chevrolet,Petrol,Manual,First Owner,2,0,0
Maruti 800 AC,60000,24,40000,Maruti,Petrol,Manual,Third Owner,1,6,0
Chevrolet Tavera Neo 3 10 Seats BSIV,300000,14,120000,Chevrolet,Diesel,Manual,Third Owner,1,7,0
Ford Fiesta 1.6 ZXi Duratec,190000,17,60000,Ford,Petrol,Manual,Third Owner,1,6,0
Maruti Ertiga VDI,400000,11,110000,Maruti,Diesel,Manual,First Owner,0,1,0
Tata Manza Aura Quadrajet BS IV,260000,13,97000,Tata,Diesel,Manual,Second Owner,0,2,0
Maruti Swift VVT VXI,400000,7,30000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai i20 Sportz Petrol,250000,14,40000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai Grand i10 1.2 Kappa Asta,600000,5,10000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Zen Estilo VXI BSIV,175000,14,52047,Maruti,Petrol,Manual,First Owner,2,0,0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,450000,13,200000,Toyota,Diesel,Manual,Third Owner,1,-1,0
Tata Tiago 1.2 Revotron XZA,350000,5,15000,Tata,Petrol,Automatic,Second Owner,3,-1,0
Maruti Vitara Brezza ZDi,800000,6,50000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Swift VXI BSIII,250000,13,70000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Swift VXI BSIV,600000,5,10000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift VDI BSIV,600000,7,90000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Alto 800 LXI,130000,8,40000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R LXI,90000,18,62009,Maruti,Petrol,Manual,Second Owner,1,3,0
Hyundai i20 Active 1.2 S,595000,7,33100,Hyundai,Petrol,Manual,Second Owner,2,3,0
Hyundai EON Era Plus,190000,10,40000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Hyundai Santro GLS I - Euro I,50000,25,120000,Hyundai,Petrol,Manual,Second Owner,1,3,1
Maruti Wagon R LXI Minor,95000,17,80000,Maruti,Petrol,Manual,First Owner,1,0,0
Tata Safari Storme VX,1000000,8,70000,Tata,Diesel,Manual,First Owner,0,1,0
Mahindra Scorpio REV 116,220000,18,220000,Mahindra,Petrol,Manual,Second Owner,1,-1,1
Mahindra Bolero SLX,400000,14,50000,Mahindra,Diesel,Manual,First Owner,0,1,0
Datsun GO Plus A,315000,9,45000,Datsun,Petrol,Manual,Second Owner,2,3,0
Toyota Fortuner 4x4 MT,1000000,10,110000,Toyota,Diesel,Manual,First Owner,0,1,0
Ford Ecosport 1.5 DV5 MT Titanium,500000,10,49000,Ford,Diesel,Manual,First Owner,0,1,0
Mahindra XUV500 W11 AT BSIV,1600000,6,35000,Mahindra,Diesel,Automatic,First Owner,3,10,0
Mahindra Supro VX 8 Str,500000,7,160000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Alto LX,70000,17,180000,Maruti,Petrol,Manual,Third Owner,1,-1,1
Maruti 800 AC,105000,17,60000,Maruti,Petrol,Manual,Second Owner,1,3,0
Ford Endeavour 2.5L 4X2 MT,400000,16,110000,Ford,Diesel,Manual,Third Owner,1,7,1
Maruti Wagon R LXI,80000,20,60000,Maruti,Petrol,Manual,Third Owner,1,6,0
Maruti Alto 800 VXI,300000,8,30000,Maruti,Petrol,Manual,First Owner,2,0,0
Mahindra KUV 100 D75 K2,409999,7,40000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Swift Glam,250000,15,70000,Maruti,Petrol,Manual,First Owner,2,0,0
Tata New Safari DICOR 2.2 EX 4x2,250000,14,120000,Tata,Diesel,Manual,Second Owner,1,2,0
Maruti Swift Dzire VDI,215000,12,80000,Maruti,Diesel,Manual,Third Owner,1,7,0
Toyota Fortuner 4x4 MT,1400000,9,120000,Toyota,Diesel,Manual,First Owner,0,-1,0
Honda Brio 1.2 VX MT,475000,6,20000,Honda,Petrol,Manual,First Owner,2,0,0
Honda Brio 1.2 VX MT,475000,6,22000,Honda,Petrol,Manual,First Owner,2,0,0
Chevrolet Spark 1.0 LS,75000,16,35000,Chevrolet,Petrol,Manual,Second Owner,1,3,0
Chevrolet Sail Hatchback LS ABS,200000,11,120000,Chevrolet,Diesel,Manual,Second Owner,0,2,0
Tata Tiago NRG Petrol,575000,5,8000,Tata,Petrol,Manual,First Owner,2,0,0
Maruti Ritz VDi,150000,13,40000,Maruti,Diesel,Manual,Second Owner,0,2,0
Maruti Vitara Brezza ZDi Plus,850000,6,10000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai Santro Era,350000,5,30000,Hyundai,Petrol,Manual,First Owner,2,0,0
Ford Endeavour 2.5L 4X2 MT,550000,13,54000,Ford,Diesel,Manual,Second Owner,0,2,0
Hyundai Verna 1.4 VTVT,330000,7,80577,Hyundai,Petrol,Manual,First Owner,2,0,0
Honda City i-DTEC V,1044999,7,25000,Honda,Diesel,Manual,First Owner,0,1,0
Hyundai Verna 1.6 CRDI,300000,13,127500,Hyundai,Diesel,Manual,Second Owner,1,2,0
Hyundai EON D Lite Plus,235000,9,40903,Hyundai,Petrol,Manual,First Owner,2,0,0
Ford Figo Petrol Titanium,120000,13,60000,Ford,Petrol,Manual,Third Owner,1,6,0
Maruti Wagon R VXI,130000,20,46000,Maruti,Petrol,Manual,First Owner,1,0,0
Ford Endeavour 4x4 XLT,275000,20,22288,Ford,Diesel,Manual,Second Owner,1,-1,0
Volkswagen Jetta 2.0 TDI Trendline,270000,13,180000,Volkswagen,Diesel,Manual,Second Owner,1,2,0
Volkswagen Polo 1.5 TDI Highline,500000,9,30000,Volkswagen,Diesel,Manual,Second Owner,0,2,0
Hyundai Grand i10 Sportz,400000,9,61690,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai i20 Asta 1.2,600000,9,64484,Hyundai,Petrol,Manual,First Owner,2,0,0
Audi Q5 2.0 TDI,1350000,12,90000,Audi,Diesel,Automatic,Second Owner,3,-1,0
Renault Duster 85PS Diesel RxE,400000,11,75976,Renault,Diesel,Manual,Second Owner,0,2,0
Ford Figo Diesel Titanium,220000,13,70000,Ford,Diesel,Manual,Second Owner,0,2,0
Honda Brio E MT,300000,12,85962,Honda,Petrol,Manual,Second Owner,1,3,0
Maruti Omni E MPI STD BS IV,250000,6,120000,Maruti,Petrol,Manual,First Owner,2,-1,0
Honda Mobilio V i DTEC,600000,9,120000,Honda,Diesel,Manual,First Owner,0,1,0
Honda Brio S Option AT,285000,12,75000,Honda,Petrol,Automatic,Second Owner,3,-1,0
Honda Accord 2.4 MT,350000,15,57035,Honda,Petrol,Manual,First Owner,2,0,0
Mahindra Bolero SLX,170000,13,70000,Mahindra,Diesel,Manual,Third Owner,1,7,0
Ford Figo 1.2P Ambiente MT,229999,9,45000,Ford,Petrol,Manual,First Owner,2,0,0
Mahindra XUV500 W6 2WD,500000,11,72104,Mahindra,Diesel,Manual,Second Owner,0,2,0
Tata Nano Lx,75000,13,15000,Tata,Petrol,Manual,First Owner,2,0,0
Hyundai i20 Active 1.2 SX,600000,8,30000,Hyundai,Petrol,Manual,First Owner,2,0,0
Tata Indigo LS Dicor,220000,13,80000,Tata,Diesel,Manual,First Owner,0,1,0
Tata Indica Vista Terra 1.4 TDI,150000,15,164000,Tata,Diesel,Manual,Second Owner,1,2,0
Maruti Alto LX,65000,18,124439,Maruti,Petrol,Manual,Second Owner,1,3,1
Maruti Zen VXI,120000,18,77000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Swift Dzire VDI,240000,10,90000,Maruti,Diesel,Manual,First Owner,0,1,0
Renault KWID 1.0 RXT Optional,390000,7,30000,Renault,Petrol,Manual,First Owner,2,0,0
Chevrolet Beat LS,180000,12,50000,Chevrolet,Petrol,Manual,First Owner,2,0,0
Maruti Swift VDI,320000,12,80000,Maruti,Diesel,Manual,Second Owner,0,2,0
Maruti Alto 800 LXI,310000,6,5000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R AMT VXI,420000,6,24000,Maruti,Petrol,Automatic,First Owner,3,5,0
Tata Tiago NRG Petrol,550000,5,10000,Tata,Petrol,Manual,First Owner,2,0,0
Maruti Ertiga SHVS VDI,550000,8,78000,Maruti,Diesel,Manual,Third Owner,0,7,0
Mahindra TUV 300 T4 Plus,760000,6,50000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti 800 AC BSII,43000,23,100000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Omni MPI STD BSIV,250000,6,20000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai Santro Magna BSIV,500000,5,1250,Hyundai,Petrol,Manual,First Owner,2,0,0
Tata Zest Revotron 1.2 XT,380000,9,17152,Tata,Petrol,Manual,First Owner,2,0,0
Mahindra XUV500 W11 Option AT AWD,1850000,5,5000,Mahindra,Diesel,Automatic,First Owner,3,-1,0
Volkswagen Polo Diesel Trendline 1.2L,350000,12,77000,Volkswagen,Diesel,Manual,First Owner,0,1,0
Hyundai Verna CRDi,195000,16,90000,Hyundai,Diesel,Manual,Second Owner,1,2,0
Chevrolet Beat LS,225000,13,80000,Chevrolet,Petrol,Manual,Second Owner,1,3,0
Toyota Innova 2.5 G (Diesel) 7 Seater,1125000,9,65000,Toyota,Diesel,Manual,First Owner,0,1,0
Tata Indica Vista Quadrajet LX,133000,13,80000,Tata,Diesel,Manual,First Owner,0,1,0
Hyundai EON Era Plus,200000,11,24005,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Vitara Brezza ZDi Plus,940000,6,20000,Maruti,Diesel,Manual,First Owner,0,1,0
Renault Duster 85PS Diesel RxL,400000,10,120000,Renault,Diesel,Manual,First Owner,0,1,0
Hyundai i10 Era 1.1,120000,15,120000,Hyundai,Petrol,Manual,Second Owner,1,3,0
Maruti Swift Dzire ZDI,625000,9,80000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Swift 1.3 VXi,110000,19,80000,Maruti,Petrol,Manual,First Owner,1,0,0
Renault Duster 110PS Diesel RxZ,490000,12,100000,Renault,Diesel,Manual,First Owner,0,1,0
Maruti Alto LX,140000,15,120000,Maruti,Petrol,Manual,Second Owner,1,3,0
Ford Figo Diesel ZXI,175000,13,149000,Ford,Diesel,Manual,Second Owner,1,2,0
Maruti Wagon R LXI BSIII,90000,19,65000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Swift Ldi BSIV,275000,15,100000,Maruti,Diesel,Manual,Second Owner,1,2,0
Volkswagen Vento Diesel Highline,300000,13,65000,Volkswagen,Diesel,Manual,Second Owner,0,2,0
Datsun GO Plus T Option BSIV,270000,6,19000,Datsun,Petrol,Manual,Second Owner,2,3,0
Chevrolet Beat LT,130000,14,80000,Chevrolet,Petrol,Manual,Second Owner,1,3,0
Maruti Alto K10 VXI Airbag,275000,9,30000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift VDI,352000,12,109000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai EON LPG Magna Plus,180000,12,90000,Hyundai,LPG,Manual,First Owner,2,12,0
Maruti Alto LX,150000,12,90000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift Vdi BSIII,300000,14,110000,Maruti,Diesel,Manual,Second Owner,1,2,0
Mahindra Bolero DI DX 7 Seater,225000,17,120000,Mahindra,Diesel,Manual,First Owner,0,1,1
Honda Mobilio V i DTEC,600000,10,44000,Honda,Diesel,Manual,First Owner,0,1,0
Maruti Ertiga BSIV ZXI,500000,9,80000,Maruti,Petrol,Manual,First Owner,2,0,0
Honda BR-V i-VTEC S MT,900000,6,5000,Honda,Petrol,Manual,First Owner,2,0,0
Hyundai i20 Magna 1.2,600000,8,61000,Hyundai,Petrol,Manual,First Owner,2,0,0
Toyota Etios VD,450000,13,100000,Toyota,Diesel,Manual,Second Owner,0,2,0
Hyundai i10 Era 1.1,270000,15,27633,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Swift Vdi BSIII,310000,14,100000,Maruti,Diesel,Manual,Third Owner,1,7,0
Hyundai Santro Xing GLS Audio LPG,250000,12,100000,Hyundai,LPG,Manual,First Owner,2,12,0
Ford Figo 1.2P Titanium MT,700000,5,12586,Ford,Petrol,Manual,First Owner,2,0,0
Fiat Avventura Urban Cross 1.3 Multijet Emotion,650000,6,38083,Fiat,Diesel,Manual,First Owner,0,1,0
Ford Figo Diesel ZXI,400000,12,55328,Ford,Diesel,Manual,First Owner,0,1,0
Ford Figo Diesel Titanium,425000,12,81632,Ford,Diesel,Manual,First Owner,0,1,0
Ford Aspire Titanium Diesel BSIV,600000,8,155201,Ford,Diesel,Manual,First Owner,0,1,0
Ford EcoSport 1.5 TDCi Titanium BSIV,600000,11,93283,Ford,Diesel,Manual,First Owner,0,1,0
Maruti Swift Ldi BSIII,300000,15,217871,Maruti,Diesel,Manual,First Owner,1,-1,0
Ford Fiesta Classic 1.4 Duratorq CLXI,450000,12,90165,Ford,Diesel,Manual,First Owner,0,1,0
Ford Ecosport 1.5 DV5 MT Titanium,750000,10,101504,Ford,Diesel,Manual,First Owner,0,1,0
Ford Figo Titanium Diesel BSIV,325000,14,86017,Ford,Diesel,Manual,Second Owner,1,2,0
Mahindra XUV500 W8 2WD,900000,11,85036,Mahindra,Diesel,Manual,Second Owner,0,2,0
Ford Ikon 1.3L Rocam Flair,180000,18,91086,Ford,Petrol,Manual,Second Owner,1,3,0
Fiat Punto 1.3 Emotion,350000,11,160254,Fiat,Diesel,Manual,Second Owner,0,2,0
Ford EcoSport 1.5 TDCi Titanium BSIV,600000,11,125531,Ford,Diesel,Manual,Second Owner,0,2,0
Honda WR-V i-DTEC V,900000,5,60000,Honda,Diesel,Manual,First Owner,0,1,0
Skoda Laura L n K 1.9 PD,350000,18,100000,Skoda,Diesel,Manual,First Owner,0,1,0
Maruti Ritz LDi,280000,11,90000,Maruti,Diesel,Manual,Third Owner,1,7,0
Mahindra Xylo D2,225000,15,120000,Mahindra,Diesel,Manual,Second Owner,1,2,0
Honda City i DTEC S,520000,10,82000,Honda,Diesel,Manual,First Owner,0,1,0
Mahindra Scorpio 1.99 S4,509999,8,60000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Baleno Alpha 1.2,556000,5,24000,Maruti,Petrol,Manual,First Owner,2,0,0
Tata Indigo Grand Dicor,225000,10,120000,Tata,Diesel,Manual,First Owner,0,1,0
Honda Amaze EX i-Dtech,325000,11,65000,Honda,Diesel,Manual,First Owner,0,1,0
Maruti Swift VDI,365000,11,65000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai Creta 1.6 CRDi SX Plus,850000,9,84000,Hyundai,Diesel,Manual,First Owner,0,1,0
Toyota Etios GD SP,350000,11,75000,Toyota,Diesel,Manual,First Owner,0,1,0
Maruti Swift VDI,225000,17,50000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Alto LX,135000,13,50000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R LXI Minor,140000,17,49000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti SX4 S Cross DDiS 320 Delta,665000,8,560000,Maruti,Diesel,Manual,First Owner,1,-1,0
Renault KWID RXT,275000,9,14365,Renault,Petrol,Manual,First Owner,2,0,0
Toyota Fortuner 2.8 4WD AT BSIV,2750000,7,41000,Toyota,Diesel,Automatic,First Owner,3,8,0
Hyundai Verna 1.6 SX,484999,11,65000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Ciaz VDi Option SHVS,565000,9,65000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Swift Dzire VDI,425000,11,61083,Maruti,Diesel,Manual,First Owner,0,1,0
Toyota Innova 2.5 VX (Diesel) 8 Seater,925000,11,75000,Toyota,Diesel,Manual,First Owner,0,1,0
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,565000,12,72000,Mahindra,Diesel,Manual,First Owner,0,1,0
Renault Duster 110PS Diesel RxL,525000,10,65000,Renault,Diesel,Manual,First Owner,0,1,0
Hyundai Tucson 2.0 e-VGT 2WD MT,1650000,7,55000,Hyundai,Diesel,Manual,First Owner,0,1,0
Hyundai EON Era Plus,295000,9,21000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Jaguar XF 5.0 Litre V8 Petrol,2050000,12,66363,Jaguar,Petrol,Automatic,Second Owner,3,-1,0
Hyundai Creta 1.6 VTVT AT SX Plus,1475000,6,11700,Hyundai,Petrol,Automatic,First Owner,3,-1,0
Hyundai Verna VTVT 1.6 AT SX Option,1100000,7,10000,Hyundai,Petrol,Automatic,First Owner,3,5,0
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,4400000,10,100000,Mercedes-Benz,Diesel,Automatic,Second Owner,3,-1,0
Maruti Swift ZXI BSIV,670000,8,7104,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti S-Cross Zeta DDiS 200 SH,750000,9,45974,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai Verna 1.6 VTVT SX,760000,9,55340,Hyundai,Petrol,Manual,First Owner,2,0,0
Volkswagen Polo GTI,850000,7,20000,Volkswagen,Petrol,Automatic,Second Owner,3,-1,0
Renault Pulse RxL,390000,9,61585,Renault,Diesel,Manual,First Owner,0,1,0
Maruti Celerio VXI AMT BSIV,450000,8,39415,Maruti,Petrol,Automatic,Second Owner,3,-1,0
Honda Brio V MT,425000,10,29654,Honda,Petrol,Manual,First Owner,2,0,0
Maruti Baleno Alpha 1.3,770000,8,64672,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai Creta 1.6 SX Automatic Diesel,1150000,9,54634,Hyundai,Diesel,Automatic,Second Owner,3,-1,0
Honda City i VTEC V,775000,9,66521,Honda,Petrol,Manual,First Owner,2,0,0
Toyota Innova Crysta 2.4 GX AT,1725000,6,23974,Toyota,Diesel,Automatic,Second Owner,3,-1,0
BMW 3 Series 320d Luxury Line,2150000,8,43000,BMW,Diesel,Automatic,First Owner,3,-1,0
Renault Duster 85PS Diesel RxL,450000,11,1000,Renault,Diesel,Manual,Second Owner,0,2,0
Mercedes-Benz C-Class Progressive C 220d,3800000,6,10000,Mercedes-Benz,Diesel,Automatic,First Owner,3,-1,0
Audi A4 3.0 TDI Quattro,1580000,11,86000,Audi,Diesel,Automatic,First Owner,3,-1,0
BMW X5 xDrive 30d xLine,4950000,5,30000,BMW,Diesel,Automatic,First Owner,3,-1,0
Hyundai Creta 1.6 CRDi SX,535000,8,52600,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti SX4 Vxi BSIV,225000,12,110000,Maruti,Petrol,Manual,Second Owner,1,3,0
